timestamp,building_baseline,temperature,condenser_power_W,compressor_power_W,crs_baseline
2018-08-14 16:45:00,444.8,102.6,1858.7159000723557,43330.98978141735,45.189705681489706
2018-08-14 17:00:00,451.2,102.2,1863.205337734314,43285.194611760315,45.14839994949463
2018-08-14 17:15:00,448.0,102.6,1858.7159000723557,43330.98978141735,45.189705681489706
2018-08-14 17:30:00,444.8,101.5,1871.153700181721,43207.20443810402,45.07835813828574
2018-08-14 17:45:00,435.2,101.5,392.94227703816136,9073.512932001842,9.466455209040005
2018-08-14 18:00:00,436.8,100.9,0.0,0.0,0.0
2018-08-14 18:15:00,411.2,100.6,0.0,0.0,0.0
2018-08-14 18:30:00,476.8,97.9,0.0,0.0,0.0
2018-08-14 18:45:00,480.0,94.1,434.2319508368266,9422.142713892448,9.856374664729275
2018-08-14 19:00:00,440.0,90.1,1349.0654455442475,28278.08356774353,29.627149013287784
2018-08-14 19:15:00,459.2,88.3,639.5053614900507,13206.579532446203,13.846084893936254
2018-08-14 19:30:00,432.0,86.4,1030.6811902589895,20931.787240533817,21.962468430792807
2018-08-14 19:45:00,416.0,84.4,1766.7892992732654,35325.87690243481,37.09266620170808
2018-08-14 20:00:00,420.8,82.8,487.0375628949902,9595.866066151728,10.082903629046717
2018-08-14 20:15:00,443.2,82.4,1450.3067075707168,28525.73131198009,29.97603801955081
2018-08-14 20:30:00,440.0,81.1,1330.2421108068015,25797.577447282532,27.127819558089328
2018-08-14 20:45:00,396.8,79.3,1011.098530224886,19329.06289989854,20.340161430123427
2018-08-14 21:00:00,403.2,79.0,1599.452613168422,30442.853463930096,32.042306077098516
2018-08-14 21:15:00,412.8,78.3,1741.3052237775275,32933.64415617799,34.674949379955514
2018-08-14 21:30:00,400.0,77.5,1750.6521314245056,32883.797102377364,34.63444923380187
2018-08-14 21:45:00,384.0,76.1,1767.0779394131669,32794.627740118034,34.5617056795312
2018-08-14 22:00:00,360.0,75.7,1583.0408793327051,29465.13405312044,31.048174932453147
2018-08-14 22:15:00,288.0,74.7,1132.8226677479731,20841.120456238008,21.973943123985983
2018-08-14 22:30:00,264.0,73.4,1357.3658717477892,24714.81583546435,26.072181707212142
2018-08-14 22:45:00,264.0,72.0,1815.5830603446952,32515.951339431198,34.33153439977589
2018-08-14 23:00:00,259.2,71.6,1820.339791567211,32487.12269531835,34.307462486885555
2018-08-14 23:15:00,236.8,71.8,1617.985290038869,28926.403747348595,30.544389037387468
2018-08-14 23:30:00,235.2,71.4,0.0,0.0,0.0
2018-08-14 23:45:00,244.8,71.1,66.02252813359543,1180.4450783609868,1.2464676064945823
2018-08-15 00:00:00,227.2,70.9,1734.9503640672406,30984.264617849887,32.719214981917126
2018-08-15 00:15:00,212.8,70.9,694.185385709404,12354.392743940589,13.048578129649991
2018-08-15 00:30:00,219.2,69.8,1142.7345815701433,20154.2485533358,21.29698313490595
2018-08-15 00:45:00,212.8,69.6,1324.297387787438,23339.724091244174,24.664021479031614
2018-08-15 01:00:00,224.0,68.7,1489.2715071443542,26067.49320603092,27.556764713175284
2018-08-15 01:15:00,203.2,68.2,1020.0098091444237,17742.668281736933,18.76267809088135
2018-08-15 01:30:00,212.8,68.5,1249.3907687122878,21843.816362600017,23.093207131312305
2018-08-15 01:45:00,208.0,68.5,1409.814856679071,24595.34864287596,26.00516349955503
2018-08-15 02:00:00,216.0,68.4,1414.143249957159,24701.90165103742,26.116044900994588
2018-08-15 02:15:00,216.0,67.8,1199.2011651446815,20795.789381702718,21.9949905468474
2018-08-15 02:30:00,216.0,68.5,1120.542565502726,19568.680242337712,20.68922280784044
2018-08-15 02:45:00,224.0,67.8,1706.071788931969,29585.532546765087,31.29160433569705
2018-08-15 03:00:00,216.0,67.1,1771.565518234822,30529.95012102673,32.301515639261545
2018-08-15 03:15:00,227.2,66.4,1379.181181550197,23546.289193149078,24.92547037469927
2018-08-15 03:30:00,236.8,66.6,1560.3934029506488,26640.267365277843,28.200660768228488
2018-08-15 03:45:00,232.0,66.4,2253.569588060081,38519.844300921504,40.773413888981594
2018-08-15 04:00:00,235.2,66.2,1242.1694858127432,21182.968825692988,22.425138311505734
2018-08-15 04:15:00,240.0,66.2,1036.6242746942594,17634.550635147938,18.6711749098422
2018-08-15 04:30:00,236.8,66.2,1285.437496063158,21874.22553477538,23.159663030838537
2018-08-15 04:45:00,232.0,65.5,1474.5232754190506,25019.768116669522,26.49429139208857
2018-08-15 05:00:00,240.0,66.0,1363.1603452582651,23301.949386785658,24.66510973204393
2018-08-15 05:15:00,291.2,65.7,1481.7214021121456,25255.853928806857,26.737575330919004
2018-08-15 05:30:00,288.0,65.7,1326.5575792988393,22609.607021321503,23.936164600620344
2018-08-15 05:45:00,280.0,65.7,2337.144533225857,39737.24429707172,42.07438883029757
2018-08-15 06:00:00,300.8,65.7,2375.192068925333,40374.484292622416,42.749676361547756
2018-08-15 06:15:00,296.0,65.1,2384.4061306611293,40314.012439707614,42.698418570368744
2018-08-15 06:30:00,304.0,64.9,1212.6913509101773,20503.47489237387,21.71616624328405
2018-08-15 06:45:00,299.2,65.1,1377.8863910823925,23336.191518512052,24.71407790959444
2018-08-15 07:00:00,308.8,65.5,1576.0593197866074,26667.552159105,28.243611478891612
2018-08-15 07:15:00,299.2,65.5,1679.8127658479957,28560.74240331013,30.240555169158128
2018-08-15 07:30:00,340.8,65.7,1396.5970907833478,23745.754186523023,25.14235127730637
2018-08-15 07:45:00,328.0,65.7,1406.6880860863148,23955.06805573125,25.36175614181757
2018-08-15 08:00:00,355.2,65.8,996.9357198012593,16961.466048411014,17.958401768212273
2018-08-15 08:15:00,372.8,66.0,1335.0989870955348,22716.424012625954,24.051522999721485
2018-08-15 08:30:00,355.2,66.4,2364.443882672269,40443.48891079492,42.80793279346719
2018-08-15 08:45:00,368.0,66.4,1084.0094332640883,18554.618445494285,19.63862787875837
2018-08-15 09:00:00,352.0,67.3,1679.586782823796,28990.08833843357,30.66967512125737
2018-08-15 09:15:00,380.8,67.8,741.4298572829916,12827.255056712722,13.568684913995714
2018-08-15 09:30:00,435.2,68.7,1854.9079206081167,32267.869481524165,34.122777402132286
2018-08-15 09:45:00,408.0,69.3,1847.746595587831,32314.786494123568,34.162533089711395
2018-08-15 10:00:00,416.0,69.4,1846.5534105325546,32322.524028484484,34.16907743901703
2018-08-15 10:15:00,408.0,70.3,1067.7972895837947,18846.385822828746,19.914183112412537
2018-08-15 10:30:00,412.8,71.4,1692.9722401032413,30217.81408432346,31.910786324426702
2018-08-15 10:45:00,443.2,72.5,1248.3468792191875,22591.772490878593,23.84011937009778
2018-08-15 11:00:00,444.8,73.2,948.930257458732,17244.591468283434,18.19352172574217
2018-08-15 11:15:00,408.0,74.3,826.4364504853603,15159.731964035682,15.986168414521046
2018-08-15 11:30:00,416.0,76.1,704.2070830776462,13111.105801456379,13.815312884534025
2018-08-15 11:45:00,416.0,76.8,1239.0617876882868,23238.177388515956,24.47723917620424
2018-08-15 12:00:00,440.0,78.4,0.0,0.0,0.0
2018-08-15 12:15:00,424.0,79.9,1415.0866085965295,27240.256816452416,28.655343425048947
2018-08-15 12:30:00,408.0,81.7,1355.2660224050494,26411.514280364278,27.766780302769323
2018-08-15 12:45:00,464.0,83.1,2083.3016664854417,41144.720190622415,43.22802185710787
2018-08-15 13:00:00,472.0,85.3,2081.631294237838,41887.76792723352,43.969399221471356
2018-08-15 13:15:00,459.2,87.3,2053.4100215589024,42022.409008288865,44.07581902984777
2018-08-15 13:30:00,452.8,89.2,2027.0774731306203,42153.38546074154,44.18046293387216
2018-08-15 13:45:00,451.2,90.5,2009.3527915239256,42245.66262759992,44.25501541912384
2018-08-15 14:00:00,432.0,91.8,1991.8829859440384,42340.79406941777,44.33267705536181
2018-08-15 14:15:00,436.8,93.4,1970.7542905114346,42462.72341887867,44.433477709390104
2018-08-15 14:30:00,459.2,94.1,1961.6466466286035,42518.03411126183,44.479680757890435
