Unnamed: 0,timestamp,building_baseline,dbt,rh,dewpoint,condenser_power_W,compressor_power_W,crs_new
0,2019-06-01 00:00:00,217.6,63.7,66.0,52.2,520.8255825314299,19343.34816754577,19.8641737500772
1,2019-06-01 00:15:00,166.4,63.1,65.9,51.6,547.3971169153739,20131.041910649423,20.678439027564796
2,2019-06-01 00:30:00,147.2,63.0,66.5,51.6,561.0994104997417,20532.694498136392,21.093793908636133
3,2019-06-01 00:45:00,147.2,62.6,67.2,51.6,658.139341264938,23839.315984883586,24.497455326148522
4,2019-06-01 01:00:00,166.4,62.8,67.5,51.8,603.4414520895571,21998.76688736681,22.602208339456368
5,2019-06-01 01:15:00,140.8,62.6,67.9,51.8,510.1479667668657,18804.353669152286,19.31450163591915
6,2019-06-01 01:30:00,140.8,62.6,68.6,52.2,516.7291969872166,19023.16041271365,19.539889609700865
7,2019-06-01 01:45:00,153.6,62.1,68.9,51.8,634.5337462457836,22917.344862916627,23.551878609162408
8,2019-06-01 02:00:00,153.6,61.9,69.2,51.6,660.5075105019425,23761.623329880116,24.42213084038206
9,2019-06-01 02:15:00,166.4,61.9,69.0,51.6,660.5075105019425,23761.623329880116,24.42213084038206
10,2019-06-01 02:30:00,147.2,61.9,69.6,51.8,727.3546632883138,26246.901204120517,26.974255867408832
11,2019-06-01 02:45:00,172.8,61.3,70.4,51.6,662.5327586092403,23694.17296511987,24.356705723729107
12,2019-06-01 03:00:00,153.6,61.5,70.6,51.8,573.5028111211509,20745.48116930956,21.318983980430712
13,2019-06-01 03:15:00,179.2,61.7,70.7,52.2,581.2520503104399,21033.63746249316,21.614889512803597
14,2019-06-01 03:30:00,179.2,61.9,70.7,52.3,660.5075105019425,23761.623329880116,24.42213084038206
15,2019-06-01 03:45:00,192.0,61.9,70.7,52.3,616.3673820485769,22253.50647266486,22.86987385471344
16,2019-06-01 04:00:00,166.4,61.7,70.8,52.2,649.8868079048003,23354.276445885942,24.004163253790743
17,2019-06-01 04:15:00,172.8,61.3,71.5,52.0,614.2981281107742,22058.9959884248,22.673294116535573
18,2019-06-01 04:30:00,192.0,60.8,72.3,51.8,664.2171435178092,23637.358839300163,24.301575982817972
19,2019-06-01 04:45:00,198.4,60.6,72.7,51.8,591.4658312314692,21148.065259515195,21.739531090746663
20,2019-06-01 05:00:00,166.4,60.6,72.9,52.0,519.5375848565162,18784.33485856115,19.303872443417667
21,2019-06-01 05:15:00,192.0,60.6,73.0,52.0,555.2492563821459,19946.484479643663,20.50173373602581
22,2019-06-01 05:30:00,211.2,60.3,73.6,51.8,607.5266525454407,21626.919874688872,22.23444652723431
23,2019-06-01 05:45:00,185.6,60.1,74.3,51.8,615.7348211250369,21860.454304035804,22.47618912516084
24,2019-06-01 06:00:00,198.4,59.7,74.8,51.8,718.3370693990166,25351.346352684544,26.069683422083564
25,2019-06-01 06:15:00,211.2,59.9,74.5,51.8,629.7465581221993,22285.749762124717,22.915496320246916
26,2019-06-01 06:30:00,230.4,59.7,75.0,51.8,667.9118879575774,23510.424944839484,24.17833683279706
27,2019-06-01 06:45:00,217.6,59.7,74.7,51.6,650.5661351266807,22934.619407489536,23.585185542616216
28,2019-06-01 07:00:00,230.4,59.9,74.7,51.8,571.101016186647,20333.823124214625,20.90492414040127
29,2019-06-01 07:15:00,217.6,60.1,74.1,51.8,608.0615711075967,21604.38819949262,22.212449770600216
30,2019-06-01 07:30:00,217.6,60.3,74.0,52.0,570.2069773813242,20378.233670144306,20.94844064752563
31,2019-06-01 07:45:00,230.4,60.8,73.4,52.2,616.6505823681604,22035.34143959177,22.651992021959934
32,2019-06-01 08:00:00,192.0,61.2,73.4,52.5,660.9761081158173,23618.738278576533,24.27971438669235
33,2019-06-01 08:15:00,102.4,61.7,72.7,52.9,567.0475431373059,20531.29952754499,21.098347070682294
34,2019-06-01 08:30:00,102.4,61.9,72.9,53.1,645.4810837944137,23248.221846572796,23.89370293036721
35,2019-06-01 08:45:00,89.6,62.8,72.2,53.8,657.4616766583208,23861.31660343581,24.518778280094132
36,2019-06-01 09:00:00,76.8,63.7,71.2,54.1,654.4065678091899,23959.23716219792,24.61364373000711
37,2019-06-01 09:15:00,51.2,64.2,70.3,54.3,652.7053940075517,24012.874127316078,24.66557952132363
38,2019-06-01 09:30:00,51.2,65.1,69.0,54.7,649.6364891753171,24108.051709079828,24.757688198255146
39,2019-06-01 09:45:00,25.6,66.0,68.0,55.2,597.327925181762,22428.64667440696,23.02597459958872
40,2019-06-01 10:00:00,25.6,67.1,66.6,55.6,708.6406134849917,26867.233707363022,27.575874320848015
41,2019-06-01 10:15:00,25.6,67.6,65.5,55.8,631.4042646537737,24008.192080214703,24.63959634486848
42,2019-06-01 10:30:00,25.6,68.7,63.6,55.9,576.5525532064975,22225.226408690483,22.80177896189698
43,2019-06-01 10:45:00,25.6,70.0,61.8,56.3,632.7881921405998,24595.721284678046,25.228509476818648
44,2019-06-01 11:00:00,25.6,71.4,60.8,57.2,721.2934676341788,28472.496256319857,29.193789723954037
45,2019-06-01 11:15:00,25.6,72.7,58.4,57.2,732.519488112197,29266.661487093443,29.99918097520564
46,2019-06-01 11:30:00,25.6,73.8,56.2,57.2,617.1292328903273,24841.90573293479,25.459034965825115
47,2019-06-01 11:45:00,25.6,74.8,55.4,57.7,584.5019075333986,23762.595537369605,24.347097444903003
48,2019-06-01 12:00:00,25.6,76.1,53.4,57.9,731.2754866264436,30118.88385113576,30.850159337762204
49,2019-06-01 12:15:00,25.6,77.5,51.2,58.1,697.9372049351754,29089.3885335005,29.787325738435676
50,2019-06-01 12:30:00,25.6,78.4,50.3,58.5,773.5611291827562,32527.32667822747,33.30088780741023
51,2019-06-01 12:45:00,25.6,79.9,51.6,60.4,798.7044199487406,34030.87596273229,34.82958038268103
52,2019-06-01 13:00:00,25.6,81.0,49.5,60.3,625.640817248333,26865.07262367281,27.490713440921144
53,2019-06-01 13:15:00,25.6,82.0,50.8,62.1,653.1563956009808,28300.635675831163,28.953792071432144
54,2019-06-01 13:30:00,25.6,82.6,50.4,62.2,515.0569778143198,22472.686433759478,22.987743411573796
55,2019-06-01 13:45:00,25.6,83.1,50.0,62.6,603.9148899688082,26420.522360507526,27.024437250476335
56,2019-06-01 14:00:00,25.6,83.5,49.6,62.6,674.5530941117372,29613.707631592162,30.2882607257039
57,2019-06-01 14:15:00,25.6,83.3,48.9,62.1,799.3154821878359,35058.703023107526,35.85801850529536
58,2019-06-01 14:30:00,25.6,82.9,48.1,61.3,886.4911487549896,38768.293903486345,39.65478505224134
59,2019-06-01 14:45:00,25.6,82.9,48.1,61.3,762.2931814325043,33314.38089351042,34.07667407494292
60,2019-06-01 15:00:00,25.6,83.1,47.2,61.0,687.7560061078059,30092.845645302838,30.780601651410645
61,2019-06-01 15:15:00,25.6,83.1,47.4,61.0,714.9002273149476,31286.689001146005,32.00158922846096
62,2019-06-01 15:30:00,25.6,82.9,47.1,60.6,731.2436896018828,31950.90264101643,32.682146330618316
63,2019-06-01 15:45:00,25.6,82.9,47.0,60.6,676.9070788982953,29564.815699151965,30.241722778050256
64,2019-06-01 16:00:00,25.6,82.8,47.7,61.0,739.4255357098407,32282.630954095028,33.02205648980487
65,2019-06-01 16:15:00,25.6,82.2,48.3,60.8,652.3974140881685,28316.5876978036,28.96898511189177
66,2019-06-01 16:30:00,38.4,81.3,48.9,60.3,784.7835111863808,33837.633185957166,34.62241669714355
67,2019-06-01 16:45:00,51.2,80.1,49.6,59.5,742.8415011624161,31689.183199718536,32.43202470088095
68,2019-06-01 17:00:00,64.0,79.2,50.8,59.4,722.8900381891423,30591.76648355355,31.314656521742695
69,2019-06-01 17:15:00,38.4,78.3,51.8,59.0,694.8407438304613,29163.920761727113,29.858761505557574
70,2019-06-01 17:30:00,76.8,77.2,52.8,58.6,685.1869389284512,28476.795814248544,29.161982753176996
71,2019-06-01 17:45:00,102.4,76.3,53.7,58.3,642.7487322033447,26479.77604852472,27.122524780728064
72,2019-06-01 18:00:00,140.8,75.4,54.3,57.7,706.0304042873074,28886.789781636984,29.592820185924293
73,2019-06-01 18:15:00,140.8,74.7,55.0,57.4,680.6328830361268,27660.224408954557,28.340857291990684
74,2019-06-01 18:30:00,140.8,73.9,56.3,57.4,731.8966081245397,29559.318748458798,30.291215356583336
75,2019-06-01 18:45:00,179.2,73.2,57.2,57.2,694.2824980357523,27842.57095457752,28.536853452613272
76,2019-06-01 19:00:00,243.2,72.7,57.8,57.0,688.0702659068539,27464.35086241203,28.152421128318885
77,2019-06-01 19:15:00,204.8,72.0,57.4,56.1,573.2419253084414,22740.06089780096,23.3133028231094
78,2019-06-01 19:30:00,204.8,71.6,59.2,56.7,543.3517475550827,21506.50257063069,22.049854318185776
79,2019-06-01 19:45:00,230.4,71.1,59.9,56.5,601.1344387904564,23630.20707900964,24.231341517800097
80,2019-06-01 20:00:00,217.6,70.5,60.7,56.3,591.1283679890428,23122.147579340926,23.71327594732997
81,2019-06-01 20:15:00,230.4,69.8,61.6,55.9,727.3377174850348,28296.156391923112,29.023494109408148
82,2019-06-01 20:30:00,217.6,68.9,62.6,55.6,636.5895366281172,24490.69024560857,25.127279782236688
83,2019-06-01 20:45:00,230.4,68.7,63.0,55.6,577.4291613124227,22242.08357156269,22.81951273287511
84,2019-06-01 21:00:00,230.4,68.2,64.1,55.6,569.2073581962413,21838.920903963248,22.408128262159487
85,2019-06-01 21:15:00,217.6,68.0,64.6,55.6,575.8550389444968,22045.699526962475,22.621554565906973
86,2019-06-01 21:30:00,230.4,66.7,66.1,55.0,555.3776115223818,21047.535354489886,21.602912966012266
87,2019-06-01 21:45:00,230.4,66.6,66.9,55.2,555.6169457570957,21037.68113653956,21.593298082296652
88,2019-06-01 22:00:00,217.6,66.0,67.8,55.0,591.9572486164127,22235.24709784412,22.827204346460533
89,2019-06-01 22:15:00,230.4,65.8,68.7,55.2,544.9655607757659,20526.36887416189,21.071334434937658
90,2019-06-01 22:30:00,217.6,65.7,69.0,55.2,592.7920915712525,22204.8616942005,22.797653785771754
91,2019-06-01 22:45:00,230.4,65.5,66.6,54.1,566.3368556631813,21217.969979267902,21.784306834931087
92,2019-06-01 23:00:00,204.8,65.3,64.7,53.1,648.9533503689838,24128.96390413045,24.777917254499435
93,2019-06-01 23:15:00,230.4,64.8,64.4,52.5,579.8543899063255,21565.29894884945,22.145153338755776
94,2019-06-01 23:30:00,211.2,64.4,64.8,52.3,612.8067639531399,22650.36471538822,23.26317147934136
95,2019-06-01 23:45:00,182.6,64.2,65.2,52.3,582.3141411113182,21535.41625806121,22.117730399172526
96,2019-06-02 00:00:00,182.4,63.9,65.6,52.2,561.9872768572699,20764.33338831516,21.32632066517243
97,2019-06-02 00:15:00,147.2,64.4,65.5,52.5,560.8209099104955,20816.009385952984,21.37683029586348
98,2019-06-02 00:30:00,147.2,64.4,68.0,53.6,613.5394399224759,22632.070172690255,23.245609612612732
99,2019-06-02 00:45:00,153.6,64.2,69.1,54.0,652.7053940075517,24012.874127316078,24.66557952132363
100,2019-06-02 01:00:00,166.4,64.2,69.4,54.0,600.5975834220283,22178.911808517027,22.779509391939058
101,2019-06-02 01:15:00,153.6,64.4,69.0,54.0,508.8377591324658,19054.534432128617,19.56337219126108
102,2019-06-02 01:30:00,147.2,63.3,66.5,52.0,549.0222188187097,20229.199186377824,20.778221405196536
103,2019-06-02 01:45:00,147.2,62.4,67.9,51.6,658.8165443756087,23817.22774690917,24.47604429128478
104,2019-06-02 02:00:00,166.4,62.1,68.5,51.6,659.8314761966681,23783.930940480204,24.443762416676872
105,2019-06-02 02:15:00,153.6,62.1,68.2,51.4,611.5394638830526,22141.36867761813,22.752908141501184
106,2019-06-02 02:30:00,172.8,61.7,68.8,51.4,576.8606401495497,20889.030806971303,21.465891447120853
107,2019-06-02 02:45:00,147.2,61.3,69.3,51.3,581.6063492310961,20958.29670476108,21.539903053992177
108,2019-06-02 03:00:00,172.8,61.2,69.3,51.1,555.0014432714988,20045.371388693038,20.60037283196454
109,2019-06-02 03:15:00,160.0,60.8,70.0,50.9,631.8718819360481,22547.987007498457,23.179858889434506
110,2019-06-02 03:30:00,179.2,60.8,69.2,50.7,664.2171435178092,23637.358839300163,24.301575982817972
111,2019-06-02 03:45:00,179.2,60.6,69.4,50.5,582.8837809640065,20859.78315590881,21.44266693687282
112,2019-06-02 04:00:00,179.2,60.6,69.7,50.7,636.2832048504417,22653.538467237406,23.289821672087847
113,2019-06-02 04:15:00,153.6,60.1,70.6,50.5,635.8771024208169,22532.62782846165,23.168504930882467
114,2019-06-02 04:30:00,172.8,59.9,71.7,50.7,667.2412488678804,23533.702858493456,24.200944107361337
115,2019-06-02 04:45:00,198.4,59.5,72.0,50.5,588.6214531915468,20856.962635329885,21.445584088521432
116,2019-06-02 05:00:00,185.6,60.1,70.9,50.5,515.695537939508,18577.19784997636,19.09289338791587
117,2019-06-02 05:15:00,192.0,60.4,70.3,50.7,524.1283947293743,18821.120679358428,19.345249074087803
118,2019-06-02 05:30:00,192.0,60.3,70.5,50.7,546.0280621702877,19593.93437016318,20.13996243233347
119,2019-06-02 05:45:00,198.4,59.9,69.1,49.8,588.1618395455631,20926.997592147003,21.515159431692567
120,2019-06-02 06:00:00,204.8,59.4,68.5,48.9,668.9168881540901,23475.341961225717,24.144258849379806
121,2019-06-02 06:15:00,230.4,59.4,68.9,49.1,668.9168881540901,23475.341961225717,24.144258849379806
122,2019-06-02 06:30:00,217.6,59.4,70.1,49.6,694.1486662407366,24394.203537630805,25.08835220387154
123,2019-06-02 06:45:00,230.4,59.4,68.9,49.1,677.3274808496387,23781.62915336075,24.45895663421039
124,2019-06-02 07:00:00,217.6,59.7,69.2,49.6,589.8560002185422,20919.30002676475,21.50915602698329
125,2019-06-02 07:15:00,217.6,59.9,69.8,50.0,571.101016186647,20333.823124214625,20.90492414040127
126,2019-06-02 07:30:00,230.4,60.1,69.7,50.2,608.0615711075967,21604.38819949262,22.212449770600216
127,2019-06-02 07:45:00,230.4,60.8,69.8,50.9,569.0840212185115,20433.324039883395,21.002408061101907
128,2019-06-02 08:00:00,204.8,61.0,69.3,50.9,568.6331553156529,20455.228422031225,21.023861577346878
129,2019-06-02 08:15:00,166.4,61.2,69.7,51.3,578.5970676972455,20829.695053670832,21.408292121368078
130,2019-06-02 08:30:00,153.6,61.5,69.3,51.4,661.8581551205767,23716.744411978707,24.378602567099282
131,2019-06-02 08:45:00,166.4,61.7,68.3,51.1,661.183071282186,23739.22784384152,24.400410915123707
132,2019-06-02 09:00:00,89.6,62.4,68.2,51.8,555.7039001685878,20301.2145580274,20.856918458195988
133,2019-06-02 09:15:00,89.6,63.3,67.1,52.2,535.0097449488858,19765.841665151034,20.30085141009992
134,2019-06-02 09:30:00,51.2,63.5,66.3,52.2,645.8692413746253,23616.131749295317,24.262000990669943
135,2019-06-02 09:45:00,51.2,64.0,65.3,52.2,583.7460963469891,21546.733509843783,22.13047960619077
136,2019-06-02 10:00:00,51.2,64.9,64.5,52.7,650.3192103230123,24087.05293584973,24.737372146172742
137,2019-06-02 10:15:00,51.2,65.7,63.7,53.1,566.2998792119679,21285.288268689008,21.851588147900976
138,2019-06-02 10:30:00,51.2,66.4,62.5,53.2,603.6627385197257,22803.28389347919,23.406946631998917
139,2019-06-02 10:45:00,51.2,67.5,61.9,54.0,690.7416850820986,26272.553467942533,26.96329515302463
140,2019-06-02 11:00:00,51.2,68.5,60.0,54.1,630.144549239933,24161.139368780434,24.791283918020365
141,2019-06-02 11:15:00,51.2,69.6,58.4,54.3,574.0832390966118,22294.742524850804,22.868825763947417
142,2019-06-02 11:30:00,51.2,70.9,58.8,55.8,629.6705939596737,24679.766786923206,25.30943738088288
143,2019-06-02 11:45:00,51.2,72.1,55.4,55.2,690.2927308969329,27403.82559562668,28.094118326523613
144,2019-06-02 12:00:00,51.2,73.4,54.0,55.8,620.9786361714102,24904.41221857101,25.525390854742422
145,2019-06-02 12:15:00,51.2,73.8,53.2,55.8,651.7845226069769,26256.180514158183,26.90796503676516
146,2019-06-02 12:30:00,51.2,75.0,52.2,56.3,755.6558382715709,30832.559226995952,31.588215065267523
147,2019-06-02 12:45:00,51.2,76.5,53.4,58.3,739.654336386129,30575.659425897247,31.315313762283374
148,2019-06-02 13:00:00,51.2,77.5,52.4,58.8,650.303032623875,27083.832327721622,27.734135360345498
149,2019-06-02 13:15:00,51.2,78.4,51.9,59.4,654.8992184386135,27496.03991234089,28.150939130779506
150,2019-06-02 13:30:00,51.2,79.0,51.0,59.4,625.0460872328987,26370.4252079052,26.995471295138096
151,2019-06-02 13:45:00,51.2,79.2,50.9,59.4,663.75032550937,28068.53605223304,28.73228637774241
152,2019-06-02 14:00:00,51.2,79.7,50.3,59.5,661.8631299400006,28111.19550577676,28.773058635716758
153,2019-06-02 14:15:00,51.2,80.1,49.8,59.7,660.351887602581,28144.940471180544,28.805292358783124
154,2019-06-02 14:30:00,51.2,80.6,49.1,59.7,803.4964867140268,34442.550052301,35.246046539015026
155,2019-06-02 14:45:00,51.2,80.8,48.6,59.5,759.5351189722769,32602.367523570563,33.36190264254284
156,2019-06-02 15:00:00,51.2,81.1,48.8,60.1,781.7394928064941,33647.982672772516,34.429722165579015
157,2019-06-02 15:15:00,51.2,81.1,48.6,59.9,715.2422482273728,30768.524420065452,31.483766668292823
158,2019-06-02 15:30:00,51.2,81.0,48.7,59.9,664.7734531479649,28558.271676333698,29.22304512948166
159,2019-06-02 15:45:00,51.2,80.8,48.5,59.5,602.8720598867552,25834.388077977557,26.43726013786431
160,2019-06-02 16:00:00,19.2,80.2,49.3,59.5,691.3854179591483,29504.001829984012,30.19538724794316
161,2019-06-02 16:15:00,19.2,79.5,49.8,59.2,694.1207982900331,29441.417120233633,30.135537918523667
162,2019-06-02 16:30:00,19.2,78.8,50.0,58.6,787.6789851153267,33240.895581979334,34.028574567094665
163,2019-06-02 16:45:00,25.6,78.3,51.1,58.6,667.1419020400033,27990.400903760372,28.657542805800375
164,2019-06-02 17:00:00,38.4,77.9,51.1,58.5,605.2346683415848,25276.8930645427,25.882127732884285
165,2019-06-02 17:15:00,64.0,77.4,51.4,58.1,561.3819531153231,23352.915822935465,23.914297776050788
166,2019-06-02 17:30:00,38.4,76.5,51.8,57.4,600.6155340908767,24775.630936450092,25.37624647054097
167,2019-06-02 17:45:00,64.0,75.7,52.8,57.4,612.9455580853847,25099.829940649102,25.712775498734487
168,2019-06-02 18:00:00,64.0,75.2,53.9,57.4,614.6945399695526,25058.25275572962,25.672947295699174
169,2019-06-02 18:15:00,102.4,74.3,54.6,56.8,617.8390749236255,24982.150810532534,25.599989885456157
170,2019-06-02 18:30:00,89.6,73.6,55.4,56.7,620.2814038914664,24921.829646712467,25.542111050603932
171,2019-06-02 18:45:00,115.2,73.0,55.7,56.3,622.3723075337791,24869.332605773066,25.491704913306847
172,2019-06-02 19:00:00,128.0,72.3,56.8,56.1,589.855048136631,23446.799260535365,24.036654308672
173,2019-06-02 19:15:00,185.6,71.6,57.8,55.9,556.774095762047,22024.497086182782,22.58127118194483
174,2019-06-02 19:30:00,211.2,71.1,58.8,55.9,693.9874385893671,27301.125476077148,27.995112914666514
175,2019-06-02 19:45:00,217.6,70.3,59.8,55.8,631.7497137474862,24623.924684558082,25.25567439830557
176,2019-06-02 20:00:00,230.4,70.0,60.6,55.8,632.7881921405998,24595.721284678046,25.228509476818648
177,2019-06-02 20:15:00,230.4,69.3,60.8,55.2,561.1289581884519,21749.44001485864,22.31056897304709
178,2019-06-02 20:30:00,217.6,68.7,61.5,55.0,550.5398447278193,21240.542853019066,21.791082697746887
179,2019-06-02 20:45:00,217.6,68.4,62.2,54.9,607.8491838562343,23311.598574254414,23.919447758110646
180,2019-06-02 21:00:00,230.4,68.0,63.1,55.0,570.6081724916307,21851.960847989743,22.422569020481372
181,2019-06-02 21:15:00,230.4,67.5,64.0,54.9,553.454186817964,21125.671511187767,21.67912569800573
182,2019-06-02 21:30:00,217.6,67.1,64.5,54.7,509.75813012648064,19530.319631162452,20.04007776128893
183,2019-06-02 21:45:00,230.4,66.7,64.4,54.3,500.87116943450434,19155.75794159246,19.656629111026962
184,2019-06-02 22:00:00,217.6,66.4,64.9,54.1,517.9184889046576,19697.01882354921,20.21493731245387
185,2019-06-02 22:15:00,230.4,66.0,65.7,54.1,542.3118641034691,20470.3990522585,21.01271091636197
186,2019-06-02 22:30:00,217.6,66.0,65.7,54.1,546.1323051355881,20602.0381480174,21.148170453152986
187,2019-06-02 22:45:00,230.4,65.5,66.1,54.0,524.3660369437441,19767.107339170703,20.29147337611445
188,2019-06-02 23:00:00,204.8,65.3,66.7,54.0,504.0629713815191,19038.67738477135,19.542740356152866
189,2019-06-02 23:15:00,140.8,65.1,67.0,54.0,527.7746353306235,19828.87647334437,20.356651108674995
190,2019-06-02 23:30:00,166.4,65.1,66.5,53.8,592.6475340493316,22079.13640472873,22.671783938778063
191,2019-06-02 23:45:00,153.6,64.9,66.3,53.4,513.7188907761071,19302.679992560632,19.816398883336742
192,2019-06-03 00:00:00,166.4,64.6,67.0,53.4,458.3353008329855,17112.02149977037,17.570356800603356
193,2019-06-03 00:15:00,140.8,64.4,66.3,52.9,506.1018038283591,18961.8252240326,19.46792702786096
194,2019-06-03 00:30:00,140.8,64.6,66.6,53.2,513.3080512624559,19239.06622285125,19.752374274113702
195,2019-06-03 00:45:00,153.6,64.6,66.4,53.1,588.5595171709963,21834.388194933348,22.422947712104346
196,2019-06-03 01:00:00,166.4,64.4,66.8,53.1,495.4590247199534,18457.997168646976,18.95345619336693
197,2019-06-03 01:15:00,115.2,64.2,66.9,53.1,473.464635281615,17697.331148746245,18.170795784027863
198,2019-06-03 01:30:00,166.4,64.4,67.2,53.2,506.1018038283591,18961.8252240326,19.46792702786096
199,2019-06-03 01:45:00,153.6,63.9,67.6,52.9,534.6086340318667,19841.461139012164,20.37606977304403
200,2019-06-03 02:00:00,140.8,64.0,67.9,53.2,605.7377054381659,22318.760184948642,22.924497890386807
201,2019-06-03 02:15:00,166.4,64.0,68.6,53.6,590.1603156652491,21771.907956749368,22.362068272414618
202,2019-06-03 02:30:00,153.6,64.0,70.8,54.3,579.1645111196607,21385.894619196937,21.965059130316597
203,2019-06-03 02:45:00,179.2,63.3,69.5,53.2,604.0290334887422,22115.958948093976,22.71998798158272
204,2019-06-03 03:00:00,140.8,63.0,69.5,52.9,591.885120923132,21634.048480154623,22.225933601077756
205,2019-06-03 03:15:00,204.8,62.8,70.2,52.9,627.724183984141,22833.364556329205,23.461088740313347
206,2019-06-03 03:30:00,179.2,62.8,70.9,53.2,786.660636349942,28700.33912582124,29.48699976217118
207,2019-06-03 03:45:00,192.0,62.4,70.8,52.9,658.8165443756087,23817.22774690917,24.47604429128478
208,2019-06-03 04:00:00,172.8,62.8,71.0,53.2,657.4616766583208,23861.31660343581,24.518778280094132
209,2019-06-03 04:15:00,172.8,62.6,70.7,52.9,658.139341264938,23839.315984883586,24.497455326148522
210,2019-06-03 04:30:00,192.0,62.4,70.8,52.9,658.8165443756087,23817.22774690917,24.47604429128478
211,2019-06-03 04:45:00,166.4,62.2,71.1,52.7,549.9593268802464,20012.380280396046,20.562339607276293
212,2019-06-03 05:00:00,179.2,62.4,71.2,53.1,510.59489698886216,18786.54437019694,19.297139267185806
213,2019-06-03 05:15:00,204.8,62.6,70.6,52.9,597.4106232993535,21769.80372833606,22.367214351635415
214,2019-06-03 05:30:00,179.2,62.8,70.5,53.1,724.1450106927058,26358.876614989586,27.08302162568229
215,2019-06-03 05:45:00,204.8,63.0,70.7,53.2,677.6105769349165,24664.56308440437,25.342173661339285
